rating,text,type,probs,preds
3,good neighborhood breakfast placefriendlygoodreasonable,Lunch restaurant,"[0.02702227421104908, 0.9729776978492737]",positive
3,service is second to none food is good enough for return visits,Hamburger restaurant,"[0.006388556677848101, 0.9936113953590393]",positive
4,a lot of construction a nice place to take a date a lot of kids hang out here a few good restaurants a nice ambiance,Restaurant,"[0.0046456437557935715, 0.995354413986206]",positive
4,great food good service everytime we visit too bad there isnt one a bit closer,Seafood restaurant,"[0.0038533371407538652, 0.9961466789245605]",positive
3,weve been here a few times and overall like it but wasnt impressed this last time service wasnt bad but only one waiter for the entire place on a saturday night taco pizza  a signature item was lame they put regular salad lettuce on it with minimal other toppings other pizza we have had their have been good,Pizza restaurant,"[0.844406008720398, 0.15559399127960205]",negative
2,slow service,Restaurant,"[0.9834294319152832, 0.01657058112323284]",negative
3,who are these eople giving this place 1 star it is a taco bell keep your expectations in check  this is a totally adiquate taco bell little slower than some access not optimal but it is right next to mcdonald so you can please a crowd  as dont go here for breakfast i do not even know you but you are better than that if it is before 10am did i mention the mcdonalds,Vegetarian restaurant,"[0.006320624146610498, 0.9936794638633728]",positive
3,good but slow,Restaurant,"[0.2688968777656555, 0.7311031222343445]",mixed
2,i enjoyed going here however this restaurant has chosen to not have their staff wear masks  this appears to be their policy   one wonders if this extends to other fact based ways of protecting the health of their patrons like washing hands after using the bathroom or following meat temperature guidelines  i have chosen to take my business elsewhere,Fine dining restaurant,"[0.9474644660949707, 0.05253548175096512]",negative
3,nice mcdonalds,Restaurant,"[0.5763627290725708, 0.4236372411251068]",mixed
3,its mcdonalds,Restaurant,"[0.8468053340911865, 0.1531946063041687]",negative
4,pizza and beer were good   we sat on the patio  it was spaced nicely and shaded,Pizza restaurant,"[0.012733866460621357, 0.9872661828994751]",positive
2,tasted bad,Breakfast restaurant,"[0.9961493015289307, 0.0038507478311657906]",negative
2,service sucked,Restaurant,"[0.9850515127182007, 0.014948546886444092]",negative
2,marginal food at best,Pizza restaurant,"[0.9994296431541443, 0.0005703630158677697]",negative
3,not bad but was very busy,Restaurant,"[0.6142554879188538, 0.38574454188346863]",mixed
3,they always forget to give me something from my order,Restaurant,"[0.9906284213066101, 0.009371574968099594]",negative
3,kinda good but not the same,Breakfast restaurant,"[0.8241025805473328, 0.17589744925498962]",negative
3,i like their chicken burger they should have more chicken variety tho,Restaurant,"[0.03764660656452179, 0.9623533487319946]",positive
3,tacos was made with a lot of meat and nd cheese and tomatoes really good the crew on the shift was a little loud,Vegetarian restaurant,"[0.005512456875294447, 0.9944875836372375]",positive
4,little pricey but overall good selection or beers and high quality foods,New American restaurant,"[0.001291436143219471, 0.9987086057662964]",positive
4,staff went above and beyond  even brought my pizza out to the car where i was waiting,Fast food restaurant,"[0.008700849488377571, 0.9912990927696228]",positive
3,they got our orders wrong on a couple of different levels,Restaurant,"[0.9898674488067627, 0.010132497176527977]",negative
3,its was fine the muskegon location needs more rides and more exciting things there for the kids to do,Pizza restaurant,"[0.5455722212791443, 0.4544278085231781]",mixed
2,decent food but the reason i make this is that we got a sandwich for my grandma and we ended up finding a piece of plastic in her sandwich labeled  garlic herb nasty,Family restaurant,"[0.9129863381385803, 0.0870136022567749]",negative
3,pretty good food waitress are kind of slow and not very friendly,Pizza restaurant,"[0.07229821383953094, 0.9277017712593079]",positive
2,great customer service but need  better landscape maintenance service,Restaurant,"[0.11335822939872742, 0.8866417407989502]",positive
2,i had less than stellar service matter factly it was down right poor even though my wife and i went there late in the afternoon one would think the coffee would have some semblance of freshness but it did not every true coffee hound knows when going to a coffee shop after 10 am the modis operandi is suspect but usually old coffee or getting ready to be oldin other words not being as refreshed as if it were open til 10am very disappointingdoubtful if i return or at least before a certain time,Breakfast restaurant,"[0.9996510744094849, 0.00034888600930571556]",negative
3,great place for pizza but cleanliness need to improve,Takeout Restaurant,"[0.0685846284031868, 0.9314153790473938]",positive
3,hard to go meatlesssmall portions,Restaurant,"[0.5607054233551025, 0.43929457664489746]",mixed
2,it was such a long wait to then get home with stale fries then the strange thing is being asked if im paying cash or card in the drive thru they didnt have all the ingredients either whites running this place,Restaurant,"[0.9956652522087097, 0.004334731493145227]",negative
4,great food ranging from full meals to delicious chips and guacamole glad to recommend to a friend,Mexican restaurant,"[0.0015058942371979356, 0.9984941482543945]",positive
3,ok,Takeout Restaurant,"[0.6049923300743103, 0.3950076401233673]",mixed
4,food chicken shwarma was good and fairly priced lost a star for slow service,Mediterranean restaurant,"[0.04357004910707474, 0.9564299583435059]",positive
4,i love taco bell ive never had a bad experience with tb except you stopped selling your cinnamon bites at nightwhere are depressed people supposed to go to eat their feelings at absurd hours of the night now i do not vibe with that energy 2020 really does suck  also super fast service and fresh hot food every time ty,Vegetarian restaurant,"[0.22195382416248322, 0.778046190738678]",mixed
4,best gyros ever  decor is lacking but the warmth of the staff and excellent authentic greek food far outweigh that,Restaurant,"[0.0016027626115828753, 0.998397171497345]",positive
4,good ruben,Restaurant,"[0.016854029148817062, 0.9831458926200867]",positive
3,meh,American restaurant,"[0.9492588639259338, 0.05074121057987213]",negative
2,i ordered two beers from the menu that arrived poured on nitro the printed menu expressly stated the beers were not on nitro it ruined the experience for me for a taproom with 20 taps and an implied beer expertise that was very disappointing,Restaurant,"[0.9991809725761414, 0.0008189997752197087]",negative
4,food is good,Mexican restaurant,"[0.1198560893535614, 0.880143940448761]",positive
2,horriblefrom the appearance of the restaurant down to the food,Fast food restaurant,"[0.9996318817138672, 0.0003680627269204706]",negative
4,good food,Italian restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
4,delicious food but rowdy people,Family restaurant,"[0.11079629510641098, 0.889203667640686]",positive
3,the fries are amazing the burger was decent but there are other much better and cheaper or similar places than here bun was super lightly grilled wasnt done long enough so the bottom bun got pretty soggy quick soda fountain was low on syrup so everything tasted like soda water but they do have sprecher rootbeer in bottles available the vanilla custard was tasty would rank it the same as kopps better than culvers,Fast food restaurant,"[0.9558802247047424, 0.04411974921822548]",negative
3,had chicken sandwich fries and drink the fries were cold and so was the chickenthat night i ended up having sharp pains and rushed to hospital turns out i had appendicitis not sure if the food from arbys enticed it but the food was cold and gross,Takeout Restaurant,"[0.9988377690315247, 0.0011622676393017173]",negative
4,always a good burger from here,Restaurant,"[0.0021701252553611994, 0.9978298544883728]",positive
3,the food is good and the service is too depending on who youre ordering from and interacting with for example i was picking up a large catering order a few days ago scheduled for 830am i arrived at 825 and was told they were putting it together which was fine i was early but when i asked nicely how long they were thinking the girl putting the order together rolled her eyes and shrugged the order was finally finished at about 845 so fifteen minutes late there were no apologies for the delay no explanation nothing ill probably go here again because its close to work and like i said the food is good but there could be a better focus on communication and customer service this is coming from someone who manages a restaurant and id never be okay with my staff acting in such a way,Soup restaurant,"[0.6543119549751282, 0.3456880748271942]",mixed
4,good food,Vegetarian restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
4,its pretty good has a nice bit of choices and a clean place,Fast food restaurant,"[0.005875845905393362, 0.9941241145133972]",positive
4,very good qualitya bit pricey but you get what you pay for,Soup restaurant,"[0.002032390097156167, 0.997967541217804]",positive
3,the buffet is pretty good everyone raves over their chicken wings which i am not sure why but yea pizza,Restaurant,"[0.09505779296159744, 0.9049422144889832]",positive
3,good,Restaurant,"[0.03578126057982445, 0.96421879529953]",positive
4,love the sweet tea and baked potatoes always polite can get a bit messy during busy time but thats expected,Soup restaurant,"[0.001364837633445859, 0.9986351132392883]",positive
2,i thought mcdonalds was the only ones to mess up orders all i ordered was three soft taco supremes  and three packets of fire the tocos were hard tocos not soft and i didnt get my fire it would have been different had i ordered for there but took it home to find the screwed up my order i live 10 miles from there and i wasnt going back to get the right order,Vegetarian restaurant,"[0.9967024922370911, 0.0032975603826344013]",negative
2,this location tonight had a lobby full of upset people waiting for their online order 40 minutes after arriving for our food we were told they were out of soft taco shells so the food was thrown in a bowl instead of being packaged the way we asked for it have had other experiences with food prep staff having attitudes or not listening but this is by far the worst experience at this location we will be contacting corporate,Fast food restaurant,"[0.9993782043457031, 0.0006217177724465728]",negative
2,food was ok at best refills took a long time for the little amount of people dining in  probably wont come back to this location waitress was really ditsy and slow,Soup restaurant,"[0.9899986386299133, 0.0100014116615057]",negative
2,greasy and gross,Hamburger restaurant,"[0.9987744688987732, 0.0012255149194970727]",negative
4,good food good waitress,Fast food restaurant,"[0.07073748856782913, 0.9292625188827515]",positive
3,food was not very hot the price price was ok service was ok,Restaurant,"[0.9931347370147705, 0.006865289527922869]",negative
2,thet said it would be 12 minutes for the chicken  about 30 minutes later i got my order at least this time my order was correct unlike the previous drive through experience,Seafood restaurant,"[0.7017116546630859, 0.2982883155345917]",mixed
4,good breakfast 1030am nice time time to go sunday,Hamburger restaurant,"[0.04367823153734207, 0.9563217759132385]",positive
4,food sucks drinks are great dont forget about the 1 drink of the month nobodys there so good service tip well,Traditional American restaurant,"[0.8505891561508179, 0.14941087365150452]",negative
2,gross poor service and nasty food,Restaurant,"[0.9992948770523071, 0.0007051310385577381]",negative
3,wasnt fresh today but whos to say it wont be next time due to me going through the driveway around rush hour i feel like they had the precooked ones already lined up i mean come on who dont want a chicken sandwich at this location lol im sure you catch my drift good day,Family restaurant,"[0.01916547305881977, 0.9808345437049866]",positive
3,friendly clean good service,Family restaurant,"[0.010124145075678825, 0.989875853061676]",positive
4,we were there on crab leg night mmm all you can eat crab legs great fried shrimp tasty catfish fiddlers and fillets everything seemed hot and fresh the bar was clean and well organized our waitress was very busy but quite attentive and a special young woman i am partially disabled and this is a handicap friendly restaurant nice people highly recommended restaurant,Family restaurant,"[0.0038200716953724623, 0.9961799383163452]",positive
3,very inconsistent,Breakfast restaurant,"[0.9994410872459412, 0.0005588977364823222]",negative
4,pretty good food staff needed to keep buffet stocked though,Restaurant,"[0.0714804157614708, 0.928519606590271]",positive
4,quick bite to eat usually and usually get order correct,Restaurant,"[0.015254365280270576, 0.9847456216812134]",positive
4,ok,Seafood restaurant,"[0.6049923300743103, 0.3950076401233673]",mixed
4,timing of meal was awful order appetizers then a minute later your entrees show up not good food was excellent will try again,Restaurant,"[0.998346209526062, 0.0016537491464987397]",negative
4,convenient and inexpensive lunch option,Vegetarian restaurant,"[0.003648284589871764, 0.9963517189025879]",positive
3,post a picture of the menu please i am trying to order lunch for our company,Restaurant,"[0.6515263915061951, 0.34847360849380493]",mixed
4,i just wish i didnt have to say extra sauce every time i order,Pizza restaurant,"[0.29296398162841797, 0.7070360779762268]",mixed
4,live the cheese curds,Restaurant,"[0.39428579807281494, 0.6057142615318298]",mixed
2,service took forever never came to check and see how our food was side of oranges for my son consisted of 3 manderine oranges,Restaurant,"[0.9922797679901123, 0.007720205932855606]",negative
4,although it was very busy the wait was under 5 minutes and the food was freshly cooked,Restaurant,"[0.11592727899551392, 0.8840727210044861]",positive
3,alright,Restaurant,"[0.6828393936157227, 0.31716063618659973]",mixed
3,housekeeping needs to do bettercake frosting and crumbs were all over couch and floorand mattress cover was full of objects,Family restaurant,"[0.9840032458305359, 0.015996772795915604]",negative
2,2nd time getting undercooked grilled chicken at the franklin indiana location,Restaurant,"[0.9897910952568054, 0.01020892895758152]",negative
3,didnt use hotel  went on my wedding anniversary and we had fun it was quite packed didnt win we lost and it sucked cause it was my first time  wont be able to go back for awhile since we lost everything we spent,Restaurant,"[0.9329589605331421, 0.0670410618185997]",negative
3,we arrived and this place was very busy so busy that no one could get us a seat even though we tried to make reservations ahead of time we were told that its a hit or miss on how busy they can get on a saturday i ordered my food first out of a party of 7 i received my food lastphoto below and it wasnt even what i ordered so i have to wait another hour for them to make my actual order placed 2 hours ago ps im no longer hungry i would not recommend this place for any large party or gathering the whole place is a hit or miss the food is pretty damn good though i gotta give em that much,Restaurant,"[0.9798756837844849, 0.020124288275837898]",negative
4,great place to eat at,Sushi restaurant,"[0.02870333008468151, 0.9712967276573181]",positive
4,great place to meet for happy hour the pizza selection was a great compliment to the atmosphere,Seafood restaurant,"[0.00948293600231409, 0.9905170798301697]",positive
2,service was very poor  once order was corrected food quality was good,Traditional American restaurant,"[0.8723194003105164, 0.12768056988716125]",negative
4,the food was great definitely going for lunch again,American restaurant,"[0.0042428383603692055, 0.9957571625709534]",positive
3,grease was old,Chicken restaurant,"[0.9476653933525085, 0.05233457684516907]",negative
2,for the price this was not worth it the buffet food wasnt warm low variety wasnt impressed,Chinese restaurant,"[0.999657154083252, 0.000342817569617182]",negative
3,the waitstaff was great the food however wasnt what i expected  i was disappointed with the filet mignon i ordered and it was remade and i was still unimpressed however i took a chance and tried out the sweet potatoes waffle fries and they were delicious which was a very pleasant surprise seeing as ive never liked anyones not even my own they got it right there my friend ordered the nachos i repeat beware theyre very unappealing to the eye so much so my friend wouldnt even try it out i said let me at least try one maybe it taste better then it looks i wish i hadnt been so optimistic because it did taste how it looked  i will return because of the friendly staff and good service but will never order the filet mignon medallions again and of course not the nachos but will get the sweet potatoe fries again and give something else a shot,Restaurant,"[0.9546442627906799, 0.045355718582868576]",negative
3,not bad not great a true 3 of 5,Traditional American restaurant,"[0.5227256417274475, 0.4772743284702301]",mixed
3,what do you expect it is a cheap pizza shop,Pizza restaurant,"[0.9810401201248169, 0.018959952518343925]",negative
2,dirty better off going to the mcdonalds on the other side of town,Restaurant,"[0.9986697435379028, 0.0013302864972501993]",negative
4,food was so good,Seafood restaurant,"[0.043230097740888596, 0.9567698836326599]",positive
4,i cant wait to visit this place again,American restaurant,"[0.0387556292116642, 0.9612444043159485]",positive
3,the food was amazing but the air conditioner was off and they only had one fan,Seafood restaurant,"[0.5874077677726746, 0.4125922918319702]",mixed
2,unfortunately i cannot give them a good rating half of their machines do not work they have no labels on more than most of them to indicate this so your little ones just lose their tokens they do have good food but as far as the main attraction i wouldnt recommend going back,Pizza restaurant,"[0.9994555115699768, 0.0005444965790957212]",negative
3,i like the place but sometimes there wings are not done and we have to put them in the oven before eating them,American restaurant,"[0.6184190511703491, 0.3815809488296509]",mixed
2,wellwhere to begin  we decided to go through the drive thru window big mistake  not sure going in might have been worse placed our order at the speaker and the server didnt even ask what drink we would like that was included with the meal we waited over ten minutes for our food and had to remind him of the beverage  the pen we were provided with didnt work  but  the scariest part was the server he was practically non verbal his eyes were dialated and glassy he was downright wired on something in conclusion the only thing higher than the prices was the employee ,Restaurant,"[0.8992873430252075, 0.10071268677711487]",negative
3,it was good,Tex-Mex restaurant,"[0.0962919220328331, 0.9037081003189087]",positive
2,not a fan of there food  their draft glasses always smell mesty,Restaurant,"[0.9982255101203918, 0.0017745306249707937]",negative
4,busy location parking is limited friendly staff,Breakfast restaurant,"[0.7662568688392639, 0.2337430715560913]",mixed
2,creeps me out that they all wear gloves  super unsanitary   i doubt they change them often enough  then they touch everything    spreads more germs than just washing your hands cashier was a little snarky but food was good as always,Restaurant,"[0.996917724609375, 0.0030822809785604477]",negative
3,the food was ok the service horrible upset my husband being treated like a bad cousin,Restaurant,"[0.9330406188964844, 0.06695937365293503]",negative
4,quick service yummy burgers and pancakes fair prices traditional service,Family restaurant,"[0.008443421684205532, 0.9915565252304077]",positive
2,venue was nice food is overpriced for the quality,Restaurant,"[0.752018392086029, 0.24798160791397095]",mixed
2,food was ok far overproced for what it was i would expect a 30 ribeye to be more than just a plain uncooked cut without seasoning i undestand thats the gimmick of the place but if thats the case then if you want a gimmick for dinner this place is the ticket  servic ewas ok he admitted he was new and really tried hard my servace complaaints arent about the server its with the management the place was hectic with host staff and servers walking around madly the place wasnt that busy and 2 different employees cut me off i was walking directly behind my wife and separated my group without even acknowledging my presence  the first high chair we were given had a broken strap as did the one they replaced it with i pulled one from the pile myself after finding a third that had a broken strap  a bill of 100 for a family of 4 should not have me walking out as dissatisfied as i was and coming from a service background i typically give a lot more slack than the average person,Restaurant,"[0.9869585633277893, 0.013041415251791477]",negative
4,very nice place to have lunch or dinner,Taco restaurant,"[0.007320317905396223, 0.9926797151565552]",positive
3,nicely restored restaurant with good food at a reasonable price,Restaurant,"[0.0016383390175178647, 0.9983616471290588]",positive
3,was not impressed with their pizza strange because the reviews are good maybe it was just a bad day or my expectations of good pizza are higher than most dont know,Delivery Restaurant,"[0.9984532594680786, 0.0015467316843569279]",negative
2,just average food,Restaurant,"[0.9728705883026123, 0.027129409834742546]",negative
2,the lady waiting on me had no mask and was coughing her head off on the food we had ordered the least she could have done was put a mask on if she was sick so i didnt end up eating the food,Pizza restaurant,"[0.9741712212562561, 0.025828789919614792]",negative
2,slow as he,Restaurant,"[0.9977148771286011, 0.0022851850371807814]",negative
3,dirty table slow service,Restaurant,"[0.9667143821716309, 0.03328564390540123]",negative
3,felt overpricedwont go again,Restaurant,"[0.9944630265235901, 0.005537005141377449]",negative
3,you can get full fair size selection of food inexpensive,Family restaurant,"[0.011305196210741997, 0.9886948466300964]",positive
2,overcharged for what we purchased according to the prices on menu board food not that great certainly not for what we were charged,Restaurant,"[0.9962777495384216, 0.0037221999373286963]",negative
3,good coffee,Restaurant,"[0.09962265938520432, 0.9003773927688599]",positive
2,no avacado or bacon on my green goddess cobb salad ,Soup restaurant,"[0.9848406910896301, 0.01515930611640215]",negative
2,this is the one that if use a app code  they will not let you get the 6 pc nuggets for free because only i one code a day,Restaurant,"[0.8932349681854248, 0.106765016913414]",negative
4,good food,Restaurant,"[0.030685730278491974, 0.9693143367767334]",positive
3,perfect if you are in a hurry,Delivery Restaurant,"[0.9233289361000061, 0.0766710415482521]",negative
3,very mediocre bland ive had much better greek food,Soup restaurant,"[0.999678373336792, 0.0003216391778551042]",negative
4,good food a little slow sometimes but i like the food,Vegetarian restaurant,"[0.004021309316158295, 0.9959787130355835]",positive
4,very good service wait was a little longer than expected but we did arrive right at dinner time food came out very hot and fresh and was made very well dining room was kept very well cleaned and stocked as well overall great experience,Fast food restaurant,"[0.0017152855871245265, 0.998284637928009]",positive
2,the food is honestly just ok i cook at home all the time but want to check out the local places when on vacation i ordered shrimp skewers that came with rice and green beans the rice was loaded with sodium  probably prepackaged from your local grocery store the shrimp was stringy and the green beans were soggy would i go again probably not the patio views were nice on the deck but next time id stop for a drink and thats it,American restaurant,"[0.9993048906326294, 0.0006950489478185773]",negative
2,slow service and the food was not warm they didnt have any milk or juice for there happy meals so the grandkids had water and soda,Restaurant,"[0.9937133193016052, 0.0062866066582500935]",negative
4,something quick on the way home from a doctors appointment that was selling breakfast,Fast food restaurant,"[0.8057525753974915, 0.19424745440483093]",negative
3,great subs but not a lot of food for the price,Fast food restaurant,"[0.39932918548583984, 0.6006708145141602]",mixed
3,i dont like this store at that location  much less supplies than other locations  staff is kind of mean in the early morning ,Restaurant,"[0.9938848614692688, 0.006115082185715437]",negative
3,not the best i have ever had but not bad either,Restaurant,"[0.6018893122673035, 0.39811068773269653]",mixed
4,beer is pretty good but atmosphere is why you come here fires germanstyle bier garden tables precovid igloos in the winter and great food,Restaurant,"[0.012971888296306133, 0.9870281219482422]",positive
3,the biscuits were hard chicken tenders well done  carrots soggy but the service was really good and she was attentive to our needs   the salad was fresh as well,Southern restaurant (US),"[0.05901065096259117, 0.9409893751144409]",positive
2,corned beef was microwaved,Fast food restaurant,"[0.9915751814842224, 0.008424848318099976]",negative
2,good food with very rude customer service,Takeout Restaurant,"[0.647202730178833, 0.35279732942581177]",mixed
4,good food good service love it,Restaurant,"[0.006528759840875864, 0.9934712648391724]",positive
3,food was good service not so much had to wait and wait,Restaurant,"[0.6967430710792542, 0.3032569885253906]",mixed
4,some have said it takes long time to order and get food when dining in,Restaurant,"[0.44520944356918335, 0.5547905564308167]",mixed
2,tried the meatball sub for the first time  8 i think they use just 2 meatballs  slice them into small pieces line them down the middle of a huge bun  1 out of 3 bites has a small bite of the meatball they sliced up  the other 2 bites are nothing but bread  this is not a meatball sub  there is no meatballs on it  very dissapointing  i am pissed to drive 20 minutes there then 20 minutes home for such disappointment  i want my money and time back ,Delivery Restaurant,"[0.9996497631072998, 0.0003502590989228338]",negative
4,love it eat there as a treat because of the over priced food,Restaurant,"[0.08966564387083054, 0.9103343486785889]",positive
3,i like their food but most times the people who work there are crabby and rude,Delivery Restaurant,"[0.5218621492385864, 0.47813791036605835]",mixed
3,being a long time customer where i enjoyed going there with a big party or just quick dine in for lunch was a bit disappointed when we were paying our bill and the waitress came back for more tip we tipped 20 and she still wanted more because she thought was did a better job than what we thought and shouldve gotten more a bit unprofessional there but the food is amazingly good,Chinese restaurant,"[0.015729984268546104, 0.9842700958251953]",positive
2,the commercials and pics on their website were very misleading  the water park itself is very small no wave pool or pool to swim in on the inside was not impressed at all i will not be returning,Restaurant,"[0.9996927976608276, 0.00030724500538781285]",negative
4,i enjoy the 4 for 4,Restaurant,"[0.028892692178487778, 0.9711072444915771]",positive
4,like it ,Restaurant,"[0.04239116236567497, 0.9576088190078735]",positive
3,lights are all flickering looks like i stepped into the 90s staff was friendly food was meh,Fast food restaurant,"[0.9982876181602478, 0.0017123657744377851]",negative
4,its decent food,Restaurant,"[0.29615938663482666, 0.7038406133651733]",mixed
2,not very good milkshakes too milky i thought i was going to squeeze the cup too hard because it was so milky,Restaurant,"[0.9995458722114563, 0.0004541202215477824]",negative
3,dont like the cheese,Restaurant,"[0.9855219125747681, 0.014478056691586971]",negative
4,excellent lunch buffet all you can eat soup salad and pizza,Pizza restaurant,"[0.008011375553905964, 0.9919885993003845]",positive
3,not sure what all the rave is about this place everything was super overpriced and my burger was way overdone the atmosphere was pretty cool though but its a tight squeeze i will not be back,Restaurant,"[0.999382495880127, 0.0006174969021230936]",negative
2,food was greasy and service wasnt good even though there was only 1 other table there at the same time,Restaurant,"[0.9984025359153748, 0.0015974210109561682]",negative
2,food was cold and service was very slow,Restaurant,"[0.9993070363998413, 0.0006929919472895563]",negative
3,food was good service was slow,Takeout Restaurant,"[0.5399550795555115, 0.4600449204444885]",mixed
4,they do a very good job   i would give a strongly agree but experience in the past with a franchise group has really left a bad taste in my mouth for pizza hut in general,Pizza restaurant,"[0.18282949924468994, 0.8171705007553101]",positive
3,they do try to get it right and are really good about trying to fix their mistake keep your receipt,Hamburger restaurant,"[0.3141624927520752, 0.6858375072479248]",mixed
4,good service decent food fries are great,Fast food restaurant,"[0.02400171384215355, 0.9759983420372009]",positive
2,visiting from out of town so we wernt familiar with the area this is what we chose to eat for dinner unfortunately was not impressed at all a bit expensive bland food and cant even take your drinks to go the waitress was extremely nice though,American restaurant,"[0.9996629953384399, 0.0003369842888787389]",negative
2,fries burnt to hell and pop tested funky cashier was a weirdo too,Hamburger restaurant,"[0.9866697788238525, 0.013330202549695969]",negative
2,drivethru took way too long,Vegetarian restaurant,"[0.9297179579734802, 0.07028207182884216]",negative
4,this location is always fast and the food is always hot cashier did not bother to tell me that my daily deal did not come off my bill,Restaurant,"[0.1365819126367569, 0.8634180426597595]",positive
3,food isnt as good as when they first opened  sushi is still decent,Sushi restaurant,"[0.6763808131217957, 0.32361918687820435]",mixed
2,pretty standard buffet fare things that should be spicy are usually mild at best and everything is very sweet 14person is way too much for what you get especially when soft drinks arent included,Restaurant,"[0.9925554394721985, 0.007444608956575394]",negative
2,bartender was off his game definitely not trying sad face,Takeout Restaurant,"[0.9776696562767029, 0.022330312058329582]",negative
3,service is hit or miss some days they are on it other days theyre slow as molasses of dining in,Fast food restaurant,"[0.9759893417358398, 0.024010630324482918]",negative
2,not bad,Restaurant,"[0.581190288066864, 0.4188097417354584]",mixed
3,during the day the service and food is good in the evenings the service sucks the evening crew tends to forget things from the orders,Fast food restaurant,"[0.412885457277298, 0.5871145129203796]",mixed
2,i dont know what it is but this place make the most delicious chicken schwarma wraps  maybe its the pickles they use always have great service here and prices are very reasonable  had to update my review used to love coming here my last 2 orders have been messed up im trying to simply order a chicken schwarma wrap the last order i got 2 large wraps full of i dont know what but it wasnt their normal chicken schwarma i couldnt even eat it wasted my money tonight i ask for a plain chicken schwarma wrap because i didnt want to have what happened last time i get dry chicken in a pita no sauce no pickles  no one asked if i wanted to change anything come on guys another waste of money and you ask for a tip for every carryout  had to revise my review,Middle Eastern restaurant,"[0.9089358448982239, 0.09106411784887314]",negative
3,there is nothing wrong with the casino i usually go for the triple crown to bet on the horses slot machines i can take or leave them they have great pizza my only complaint would be their security is a little too touchy what i mean by that is they put  their hands on me to move out of the way money cart,American restaurant,"[0.03634794428944588, 0.9636521339416504]",positive
4,they do not have very many vegetarian options which seems be the case most places but the food we did get was awesome our server was super nice and helpful even sat at the table to show us what we could on the menu overall wonderful experience i feel its a bit pricey for what you get but we chose to go there so i cant complain about that ,Restaurant,"[0.0025866674259305, 0.9974133372306824]",positive
2,this store is clean but they are not always fast and they get your orders wrong and they always have a problem with their ice cream machine its either broken or its down,Restaurant,"[0.9816920757293701, 0.018307916820049286]",negative
3,the place was real clean the people were good but the food for breakfast i didnt like it,Fast food restaurant,"[0.7893310785293579, 0.21066898107528687]",mixed
2,ive always wanted to try this place cause ive heard good things got the fried ravioli  lunch lasagna only to be extremely disappointed the fried cheese ravioli is very over cooked hard  has hardly any filling  for some reason i keep tasting cinnamon  by the look of the cheese on the inside it looks like there is cinnamon in it the lasagna tastes like a stouffers lasagna theres no ricotta cheese its literally just noodles  regular mozzarella  the sauce is soo watery the beef in the sauce tastes a couple days old as well,Italian restaurant,"[0.9996179342269897, 0.00038204691372811794]",negative
2,chicken was burnt and to expensive for dinner cost 20 for one person,Restaurant,"[0.9972913861274719, 0.002708600601181388]",negative
2,terribly understaffed and lacking supplies i know this is not the fault of the workers and may have just been a one day thing but please make sure you have supplies,Restaurant,"[0.993384063243866, 0.006615950260311365]",negative
4,great food at decent prices awesome lunch deals too,Italian restaurant,"[0.001028108992613852, 0.9989719390869141]",positive
4,good food great service,Soup restaurant,"[0.014305421151220798, 0.9856945872306824]",positive
3,typical fast cheap food,Vegetarian restaurant,"[0.9961609840393066, 0.0038389458786696196]",negative
3,staff was very friendly food was just okay also could have done without listening to the entire frozen soundtrack,Breakfast restaurant,"[0.9881510734558105, 0.011848915368318558]",negative
2,terrible food no taste to it fried hard unable to chew,Seafood restaurant,"[0.9996447563171387, 0.0003552029957063496]",negative
2,i gave the order to the cashier and she couldnt understand that i wanted just pancakes and not the pancake breakfast so she kept charging me for the pancake breakfast not just the pancakes finally she found the button for just pancakes and a coke she told me to sit down and they will bring me my breakfast i get my breakfast and im waiting and im waiting for my coke i finally walked up and asked when do i get my coke and she said oh you dont have a coke if i had a coke you think id be walking up and asking you she went over in about 10 minutes later comes back with my coke by now im done with breakfast and im ready to get out of there i will not return to that mcdonalds,Restaurant,"[0.9775893092155457, 0.022410675883293152]",negative
4,pricy its a good date place the cocktails are awesome they added a outdoor patio if you got shopping at target its a great place to rest yourself ht2 had ties to indy and local to indiana so that is awesome,Restaurant,"[0.003482786938548088, 0.9965171813964844]",positive
